A1LFB8KRBI9IE2,B000G6RYNE,5.0
A1LO4ME566EKLC,B000UWSQT0,1.0
A1LWFJRITZLYUG,B003SE19UK,5.0
A1LWILWU3AAFPG,B000UWSQT0,3.0
A1M8Z2N79P7JIG,B0040WHJQM,5.0
A1MEI40LLXKQF6,B0016J4QKO,5.0
A1MFG9E45RX5OW,B000G6RYNE,5.0
A1MFIN31SXO81A,B001RVFDOO,5.0
A1MG1L05INR6K,B0035YE9CS,5.0
A1MJ0MF2OFIU4D,B008BEGP9W,4.0
A1MJSWI87ZME83,B000E7WM0K,1.0
A1MJV8L3KIDDXD,B000E7WM0K,5.0
A1ML5BUFQOZ7MO,B002OHOC6A,5.0
A1MM0WYBRDZT5O,B0025ULYKI,5.0
A1MMJ2O6PM8OG7,B0025ULYKI,5.0
A1MPZHCGA5OX6B,B0028PDGQA,5.0
A1MYS9LFFBIYKM,B001EO5QW8,5.0
A1MZYO9TZK0BBI,B000E7L2R4,5.0
A1N07AUA3B1NUU,B0062KYM9C,2.0
A1N0AEOEZV7ZWM,B003Y0ZJUE,5.0
A1N5121RR13ZCZ,B0025ULYKI,5.0
A1N5M6H4GKNBG6,B008L19ZQ0,5.0
A1N5SXOJUJGI6A,B002XG21MO,5.0
A1ND7WC5LXOU48,B002GWHC0G,4.0
A1NHQNQ3TVXTZF,B0009XLVGA,1.0
A1NXGRAQROM9AL,B001FA1L7U,5.0
A1NZ14CPJGY7QP,B001EO7E2I,4.0
A1O2F0ZB6JVY0Y,B001EU5S9S,5.0
A1O3WOX0KBBV3W,B0002XIB2Y,5.0
A1O4QLQRY8GI6T,B001RVFDOO,5.0
A1O4VI7N94CK4L,B00285FF6O,3.0
A1O82ZI2GB22WZ,B003AO5DLO,5.0
A1O8BS2HKE5Y0O,B001E6KBSK,5.0
A1O9O18AE5HIOL,B000VKYKTG,3.0
A1OC93L36EHWWJ,B001E6KBSK,5.0
A1OE23J37ZPDXE,B000GGKQSO,5.0
A1OEL4UZT3KKI4,B009HINRX8,5.0
A1OGD72Y2Y26CF,B0019CW0HE,5.0
A1OIMIM4FHT4IG,B002O3VHXU,4.0
A1ONWQH8IQKWKH,B005O072PC,4.0
A1OR3IQK8AB72I,B001GCVLXG,5.0
A1ORGHJ9LSZB03,B001ELL6O8,4.0
A1OSZVK02Z29N9,B003UIDAHY,3.0
A1P21J0DMTVGS7,B004K2IHUO,5.0
A1P5FEFX2JNK4T,B000E7WM0U,5.0
A1P70MC7XXRFX8,B005O072PC,4.0
A1P9R031II267B,B001EU5S9S,5.0
A1PGMT8XLL4FPM,B000G6RYNE,1.0
A1PHUCTJ9X9EHJ,B001RVFDOO,2.0
A1PIDGL665V5QP,B002U56JXK,5.0
A1PKVDA89F3SQQ,B002TM37RU,5.0
A1PRJJ5NR4VTAK,B000ODRY9I,5.0
A1PTPN5SY7C7SW,B001ELL6O8,5.0
A1PZN8AP463DG,B000VKYKTG,5.0
A1Q1AUJ3E43I8G,B002BCD2OG,5.0
A1Q3DMETYMY7Q1,B003UDSXU8,4.0
A1Q4PJXI5HS5WT,B0037LW78C,5.0
A1Q7A78VSQ5GQ4,B000G6RYNE,5.0
A1QAJ948PN36II,B003MCEV0I,5.0
A1QAJ948PN36II,B003SE19UK,5.0
A1QEZ01P4PH82D,B000E7WM0U,5.0
A1QHEKVEXOR0AH,B001CWZXIY,1.0
A1QQ60DX82BE3W,B008L19ZQ0,5.0
A1R2P21ZYNJCFJ,B001UJEN6C,3.0
A1R9B2DK5HF5SS,B00061NJ06,5.0
A1RATYM2APIF9V,B000YZTAS4,5.0
A1RHFH0KA7MFZ3,B00283V4GQ,1.0
A1ROND7G1QTOFY,B001GVISJW,5.0
A1RQQ2HWUGEUWA,B004EKO2HE,1.0
A1RRHET1QIP1YK,B000G6RYNE,5.0
A1RUS8VOWCIC28,B000G6RYNE,1.0
A1RZ4VH27NLDGS,B001EPPFGO,5.0
A1S8ELUE383P8E,B000G6RYNE,5.0
A1SB0MNI6H90DG,B00469VHRG,5.0
A1SBG8TCI8JAS8,B001RVFDOO,5.0
A1SBLULT4UUJZI,B001CWZXIY,5.0
A1SCDZZWN02VVN,B003AO5DLO,5.0
A1SDD92YHPVZRM,B0045TDE4Q,4.0
A1SH7OWQ98P6FI,B00283TPYE,5.0
A1SNAYITRIW75P,B005MZIJBU,1.0
A1SP2KVKFXXRU1,B006K2ZZ7K,5.0
A1SSKFPX72MSMR,B0002567IW,1.0
A1SUY67AC08D8Q,B001CWZXIY,5.0
A1SWAEI63R5P66,B0045TDE4Q,1.0
A1SYSKR79LA2CB,B004K2IHUO,5.0
A1T14KXM4GH14A,B000LKZK7C,5.0
A1T4L0Q47OZ9N,B0019CW0HE,5.0
A1T5CH6SHV989P,B006F2NYI2,5.0
A1T61QP7QHYBRQ,B000C21OOM,5.0
A1TCNR6ULOEDOQ,B000HDMUQ2,2.0
A1TIVD0Y3KJSCN,B0017ZBPTW,5.0
A1TQ9QG6ZXLFVV,B002BCD2OG,5.0
A1TQQQAYEDEY6B,B002XG21MO,5.0
A1TWAHERFJW5PH,B00068PCTU,5.0
A1TXMF6TEP0JVA,B003OB2EP6,2.0
A1TYA1IYI3LGUC,B004X8TK8I,5.0
A1UDFKEKTO70NX,B000G6MBX2,4.0
A1UDZGQRPFHB5Y,B000G6MBX2,5.0
A1UF2VN3O50NGW,B0028C44Z0,2.0
A1UHRRM3U7T1KR,B002XG21MO,4.0
A1UJ6I72N22HT7,B000G6MBX2,4.0
A1UKN7G4AM275R,B001CWZXIY,5.0
A1UM73T71CFPSY,B000G6RYNE,5.0
A1UQR4UUH841TH,B002OHOC6A,5.0
A1UQRSCLF8GW1T,B006K2ZZ7K,5.0
A1URVJ70108OZG,B001RVFDOO,3.0
A1USMRT33PBEKJ,B000NF69ZM,4.0
A1USXH72S0TD4B,B001HTKZ5S,1.0
A1UT454VAT80MF,B002BKTWL0,5.0
A1UTKYFGM2ITLU,B000ER6YO0,1.0
A1UV8UCBOYABKQ,B001RVFDOO,5.0
A1V1EP514B5H7Y,B001E6KBSK,5.0
A1VKJN5Y1C7S5Y,B000J0HIT2,2.0
A1VKNACW03M5H7,B000LKZK7C,3.0
A1VMGTCTZUKHV6,B000VKYKTG,5.0
A1VTIVOTCXO7VO,B002T62G7S,5.0
A1VWM885W9XFMT,B004MTMYNQ,5.0
A1W1BKDL6IDTIQ,B001RVFDOO,5.0
A1W46C4YM9VOM3,B000GULKW6,5.0
A1W4LZ4VZDF29Y,B001EO5ZMY,4.0
A1W5FYWEWDH25R,B001E6KBSK,5.0
A1W655J5ZE1Z33,B001FA1L7U,5.0
A1W867A8DSHFHC,B0048IC328,1.0
A1WFB999A4AQYK,B000OK7UDG,1.0
A1WJ8U24MI7RUZ,B00132EDUW,5.0
A1WK4ALVZDYPUE,B001EO5QW8,5.0
A1WLOJBYGZ49HL,B00068PCTU,5.0
A1WMMANU9LCK2N,B001FA1L7A,5.0
A1WO0KGLPR5PV6,B001GVISJM,5.0
A1WOMXOEX90ARI,B000E7WM0U,4.0
A1WQ3UGXPT15VI,B000G6RYNE,2.0
A1WTXY4MW3YDF2,B0028C44Z0,5.0
A1WVOM1UQU9ZN0,B00068PCTU,5.0
A1WWAQFIYLCL0Y,B006JWQFC0,1.0
A1WX42M589VAMQ,B000G6MBX2,5.0
A1WX42M589VAMQ,B000VKYKTG,5.0
A1X5RAIMX4ZSLJ,B000G6RYNE,5.0
A1X5X96K9B3OVC,B001EO7GAI,3.0
A1XDNMQMY5PYFZ,B0007NG568,2.0
A1XKHPDL7JJBK5,B000HDMUQ2,5.0
A1XM65S80UQ2MD,B001UJEN6C,5.0
A1Y1L56592H2ZX,B000HDMUQ2,4.0
A1Y1O4GJA3HXQF,B000G6MBX2,5.0
A1Y36ID1H813IP,B004134H9W,5.0
A1Y3B0IGSIJS7E,B0028PDGQA,5.0
A1Y3XPZK9ZADFW,B000G6RYNE,4.0
A1Y3XPZK9ZADFW,B000G6RYNE,4.0
A1Y77C1DAMDBNI,B002G8N4ZW,5.0
A1YLOZQKBX3J1S,B000H13270,3.0
A1YLU9NT0Q9H1V,B0017ZBPTW,4.0
A1YP0TYC0FPM73,B000WNJ73Q,5.0
A1YQORA01YBBLS,B004DTNJU2,5.0
A1YUL9PCJR3JTY,B000FAMUO4,5.0
A1YZV2UY0QDZTX,B000LKZK7C,5.0
A1Z1RVRG9CFCB7,B0035YE9CS,4.0
A1Z54EM24Y40LL,B001GVISJW,5.0
A1Z5TMUGWOQ1Z5,B000ODRY9I,5.0
A1Z820SN3VBU0S,B001CWZXIY,5.0
A1Z9OGQ9ETUX0T,B0040WHJQM,2.0
A1ZE87EABE7FVQ,B001HTKZ5S,1.0
A1ZH9LWMX5UCFJ,B000G6MBX2,5.0
A1ZKFQLHFZAEH9,B004K2IHUO,3.0
A1ZN56A70GEGN7,B000I5DJVE,4.0
A1ZP3UHZXPLJ0U,B005151BV6,5.0
A1ZR8O62VSU4OK,B004N5KULM,3.0
A1ZS6CRXGZX4YE,B001BB3LW6,4.0
A1ZYO3FOEXVCJS,B004S0AQHA,5.0
A1ZZMVHSLQSE7R,B004AVYUOW,5.0
A202WR509428VF,B004N5KULM,5.0
A204906HLJ443E,B001FA1L7K,5.0
A2058UP7ATXFOF,B0030N5K1I,2.0
A2058UP7ATXFOF,B0030N5K1I,3.0
A20B2BU1ZPY9AW,B0041QJSJS,1.0
A20DF2DTZYI8TQ,B000ER6YO0,1.0
A20FQULBVVWA8B,B000G6RYNE,5.0
A20HTVL7JE0JG2,B003AO5DLO,5.0
A20K6K9TZGX7RQ,B000G6RYNE,5.0
A20ORC60J05BP3,B000G6RYNE,5.0
A20P218XU65LCK,B0045TDE4Q,5.0
A20PK3OCKRRSA5,B002SRYRE8,5.0
A20S7XV2JK0UXL,B002G8N4ZW,4.0
A2129VQGGHR150,B002O3VHXU,5.0
A212MDP6K4VJS5,B001LQNX8S,5.0
A212N0TUR007EK,B000IXUISS,1.0
A212PEJ8E3TS3V,B003YXWAF8,5.0
A214WOSWVWZQV0,B005CV7TOC,5.0
A215QEI3FPLVXU,B0064KOUNI,5.0
A216KUCPWG8XYN,B00283V4GQ,5.0
A216YA3CYXIOGI,B000G6RYNE,5.0
A219LI5KK8V8R1,B000WNJ73Q,5.0
A21BLUM0I2Y3MW,B000LKZK7C,5.0
A21BT40VZCCYT4,B00171APVA,5.0
A21CC82KBPT1JB,B000WNJ73Q,5.0
A21D8LH2CD2EIZ,B000G6RYNE,2.0
A21E0OJ4DSKXNA,B002SRYRE8,5.0
A21KMEY9SRS4TH,B001LQNX8S,5.0
A21LJ23K0HFF10,B004EKO2HE,5.0
A21PU11G08TUTL,B001EU5S9S,5.0
A21T963HSJXVGX,B005O072PC,4.0
A21TGZU9EXJ272,B005Y0DXBO,5.0
A21V8AYNDN7TNK,B001GCVLXG,5.0
A21VIUWL12CNEL,B000ODRY9I,1.0
A221AFCU6AE0QO,B0041QJSJS,5.0
A226DRVTNFWM28,B001LMNXFA,5.0
A228P3VH7SFBHG,B000G6MBX2,2.0
A228Q0U7S4D88X,B003AO5DLO,5.0
A22A7OEB664QSC,B000WNJ73Q,5.0
A22DN96N5BEEMR,B001RVFDOO,4.0
A22LENLDTGQIU7,B000G6RYNE,1.0
A22LUAIE4SMPGZ,B005151BV6,5.0
A22P2J09NJ9HKE,B001GVISJM,5.0
A22PUBSSNP54L,B000G6RYNE,5.0
A22SF4XQI6LLUS,B0030C9A60,5.0
A22Z9R91N8L7IQ,B001E50UEQ,3.0
A23CTC7FCPE0BY,B001RVFDOO,4.0
A23JFATICR3KZ1,B000E7WM0K,3.0
A23Q6TN6OK1U51,B001EQ4DVQ,5.0
A23QCWKO0IXK8G,B003UIDAHY,5.0
A23W4SGMFMSE5N,B004134H9W,1.0
A23WVMQ6J7BZ61,B0030C9A60,5.0
A23YE95SVEUYZL,B001E6KBSK,5.0
A23YGAIIIVTXEJ,B001EO7GAI,5.0
A23YPRZKGGP3QI,B001E6KBSK,3.0
A24FTIZ8U0TI6U,B000E7WM0K,4.0
A24GM452AKJTT9,B007DJ0O9I,1.0
A24HJWXL3LHULM,B002TDK0VK,5.0
A24ZV048V7J0MT,B000G6RYNE,5.0
A250IZTJ5UN2EI,B005CFC9XY,5.0
A253U7UEJQCVJI,B002KGN4LE,5.0
A257TD5GO1T81W,B005O072PC,5.0
A2582KMXLK2P06,B000LKZK7C,5.0
A25BGFRHYHEZKK,B0019CW0HE,5.0
A25C2M3QF9G7OQ,B000UXA3L8,5.0
A25OQMK5WR76P8,B00068PCTU,1.0
A25VFHVGI4CFTP,B0059WXJKM,1.0
A25X4RBIHA1CA0,B003UIDAHY,5.0
A25XCB9AMF34AE,B00068PCTU,5.0
A25YQEBU2FAD3M,B000LKZK7C,3.0
A2609IIYREBZRT,B001ESOQAM,5.0
A262Z0S6PT9U16,B001KUUNP6,5.0
A263ZEDYD50VAT,B005NEXK6Y,5.0
A2646GV1ORUO88,B00061NJ06,5.0
A265ZN83B11MSQ,B0013JQON4,5.0
A26859014YM6JS,B004FD13RW,5.0
A26AY1TFK8BQXQ,B001EO5QW8,3.0
A26EQ8U96JA92T,B0067LDV66,5.0
A26H90YYINQRR1,B001RVFDOO,5.0
A26HBK5Y0EL8XQ,B003AO5DLO,5.0
A26IDKJAMW7IH8,B001FA1L7U,4.0
A26L4JZZ9C1GT5,B000ER6YO0,4.0
A26M5O53PHZTKN,B004X2KR36,5.0
A26ONAQEIUEMV4,B000G6RYNE,5.0
A26QL8IY48A96E,B001E50UEQ,1.0
A26Y64M23OISTO,B001E6KBSK,5.0
A2725IB4YY9JEB,B0009XLVG0,5.0
A276999Y6VRSCQ,B001EO5QW8,3.0
A27C44BIRQH3QW,B000G6RYNE,5.0
A27D5IRAIGLOG5,B0028C44Z0,5.0
A27GRVH9ZJGXLT,B000G6RYNE,5.0
A27TKQHFW0FB5N,B001GVISJC,5.0
A27TTFTAXKK6DQ,B001ELL7JM,5.0
A27TZ4WBU7N0YF,B001EPPI84,1.0
A27UE9HJRZ22YI,B001D07IPG,1.0
A27WZVW45MRO01,B000WNJ73Q,5.0
A27XY8WKDALB34,B001HTKS1Y,5.0
A27YPCR3ZXWVFE,B000G6RYNE,5.0
A280OZI067MIQN,B0025ULYKI,4.0
A281387UUS2IN5,B001GVISJW,3.0
A281NPSIMI1C2R,B00068PCTU,5.0
A2844FUDCBLUMZ,B001CWZXIY,5.0
A28870VSBU9LDQ,B000G6RYNE,3.0
A28A3KLKV22OAJ,B000G6MBX2,5.0
A28D854VMOEHGX,B003OB0IB8,3.0
A28D8FT2NNCS2Z,B00469VSJI,5.0
A28FL0RSO744I8,B001RVFDOO,5.0
A28HKCWJ7YF2AI,B000G6RYNE,3.0
A28RMYGO9RGA0K,B00061KYVI,5.0
A28RREP03HJZGU,B00068PCTU,4.0
